instance_nr,time,seed,makespan
J3010_1,100,1,43
J3010_1,100,2,42
J3010_1,100,3,42
J3010_1,100,4,42
J3010_1,100,5,42
J3010_1,500,1,42
J3010_1,500,2,42
J3010_1,500,3,42
J3010_1,500,4,42
J3010_1,500,5,42
J3010_1,1000,1,42
J3010_1,1000,2,42
J3010_1,1000,3,42
J3010_1,1000,4,42
J3010_1,1000,5,42
J3010_1,5000,1,42
J3010_1,5000,2,42
J3010_1,5000,3,42
J3010_1,5000,4,42
J3010_1,5000,5,42
J3011_1,100,1,55
J3011_1,100,2,54
J3011_1,100,3,55
J3011_1,100,4,54
J3011_1,100,5,55
J3011_1,500,1,54
J3011_1,500,2,55
J3011_1,500,3,54
J3011_1,500,4,54
J3011_1,500,5,54
J3011_1,1000,1,54
J3011_1,1000,2,54
J3011_1,1000,3,54
J3011_1,1000,4,54
J3011_1,1000,5,54
J3011_1,5000,1,54
J3011_1,5000,2,54
J3011_1,5000,3,54
J3011_1,5000,4,54
J3011_1,5000,5,54
J3012_1,100,1,47
J3012_1,100,2,47
J3012_1,100,3,47
J3012_1,100,4,47
J3012_1,100,5,47
J3012_1,500,1,47
J3012_1,500,2,47
J3012_1,500,3,47
J3012_1,500,4,47
J3012_1,500,5,47
J3012_1,1000,1,47
J3012_1,1000,2,47
J3012_1,1000,3,47
J3012_1,1000,4,47
J3012_1,1000,5,47
J3012_1,5000,1,47
J3012_1,5000,2,47
J3012_1,5000,3,47
J3012_1,5000,4,47
J3012_1,5000,5,47
J3013_1,100,1,61
J3013_1,100,2,62
J3013_1,100,3,59
J3013_1,100,4,61
J3013_1,100,5,62
J3013_1,500,1,60
J3013_1,500,2,61
J3013_1,500,3,61
J3013_1,500,4,59
J3013_1,500,5,59
J3013_1,1000,1,60
J3013_1,1000,2,59
J3013_1,1000,3,58
J3013_1,1000,4,60
J3013_1,1000,5,59
J3013_1,5000,1,58
J3013_1,5000,2,59
J3013_1,5000,3,58
J3013_1,5000,4,60
J3013_1,5000,5,59
J3014_1,100,1,51
J3014_1,100,2,50
J3014_1,100,3,50
J3014_1,100,4,51
J3014_1,100,5,50
J3014_1,500,1,50
J3014_1,500,2,50
J3014_1,500,3,50
J3014_1,500,4,50
J3014_1,500,5,50
J3014_1,1000,1,50
J3014_1,1000,2,50
J3014_1,1000,3,50
J3014_1,1000,4,50
J3014_1,1000,5,50
J3014_1,5000,1,50
J3014_1,5000,2,50
J3014_1,5000,3,50
J3014_1,5000,4,50
J3014_1,5000,5,50
J3015_1,100,1,46
J3015_1,100,2,46
J3015_1,100,3,46
J3015_1,100,4,46
J3015_1,100,5,46
J3015_1,500,1,46
J3015_1,500,2,46
J3015_1,500,3,46
J3015_1,500,4,46
J3015_1,500,5,46
J3015_1,1000,1,46
J3015_1,1000,2,46
J3015_1,1000,3,46
J3015_1,1000,4,46
J3015_1,1000,5,46
J3015_1,5000,1,46
J3015_1,5000,2,46
J3015_1,5000,3,46
J3015_1,5000,4,46
J3015_1,5000,5,46
J3016_1,100,1,51
J3016_1,100,2,51
J3016_1,100,3,51
J3016_1,100,4,51
J3016_1,100,5,51
J3016_1,500,1,51
J3016_1,500,2,51
J3016_1,500,3,51
J3016_1,500,4,51
J3016_1,500,5,51
J3016_1,1000,1,51
J3016_1,1000,2,51
J3016_1,1000,3,51
J3016_1,1000,4,51
J3016_1,1000,5,51
J3016_1,5000,1,51
J3016_1,5000,2,51
J3016_1,5000,3,51
J3016_1,5000,4,51
J3016_1,5000,5,51
J3017_1,100,1,64
J3017_1,100,2,64
J3017_1,100,3,66
J3017_1,100,4,64
J3017_1,100,5,64
J3017_1,500,1,64
J3017_1,500,2,64
J3017_1,500,3,64
J3017_1,500,4,64
J3017_1,500,5,64
J3017_1,1000,1,64
J3017_1,1000,2,64
J3017_1,1000,3,64
J3017_1,1000,4,64
J3017_1,1000,5,64
J3017_1,5000,1,64
J3017_1,5000,2,64
J3017_1,5000,3,64
J3017_1,5000,4,64
J3017_1,5000,5,64
J3018_1,100,1,53
J3018_1,100,2,53
J3018_1,100,3,53
J3018_1,100,4,53
J3018_1,100,5,53
J3018_1,500,1,53
J3018_1,500,2,53
J3018_1,500,3,53
J3018_1,500,4,53
J3018_1,500,5,53
J3018_1,1000,1,53
J3018_1,1000,2,53
J3018_1,1000,3,53
J3018_1,1000,4,53
J3018_1,1000,5,53
J3018_1,5000,1,53
J3018_1,5000,2,53
J3018_1,5000,3,53
J3018_1,5000,4,53
J3018_1,5000,5,53
J3019_1,100,1,40
J3019_1,100,2,40
J3019_1,100,3,40
J3019_1,100,4,40
J3019_1,100,5,40
J3019_1,500,1,40
J3019_1,500,2,40
J3019_1,500,3,40
J3019_1,500,4,40
J3019_1,500,5,40
J3019_1,1000,1,40
J3019_1,1000,2,40
J3019_1,1000,3,40
J3019_1,1000,4,40
J3019_1,1000,5,40
J3019_1,5000,1,40
J3019_1,5000,2,40
J3019_1,5000,3,40
J3019_1,5000,4,40
J3019_1,5000,5,40
J301_1,100,1,45
J301_1,100,2,43
J301_1,100,3,43
J301_1,100,4,43
J301_1,100,5,43
J301_1,500,1,43
J301_1,500,2,43
J301_1,500,3,43
J301_1,500,4,43
J301_1,500,5,43
J301_1,1000,1,43
J301_1,1000,2,43
J301_1,1000,3,43
J301_1,1000,4,43
J301_1,1000,5,43
J301_1,5000,1,43
J301_1,5000,2,43
J301_1,5000,3,43
J301_1,5000,4,43
J301_1,5000,5,43
J3020_1,100,1,57
J3020_1,100,2,57
J3020_1,100,3,57
J3020_1,100,4,57
J3020_1,100,5,57
J3020_1,500,1,57
J3020_1,500,2,57
J3020_1,500,3,57
J3020_1,500,4,57
J3020_1,500,5,57
J3020_1,1000,1,57
J3020_1,1000,2,57
J3020_1,1000,3,57
J3020_1,1000,4,57
J3020_1,1000,5,57
J3020_1,5000,1,57
J3020_1,5000,2,57
J3020_1,5000,3,57
J3020_1,5000,4,57
J3020_1,5000,5,57
J3021_1,100,1,89
J3021_1,100,2,86
J3021_1,100,3,86
J3021_1,100,4,89
J3021_1,100,5,86
J3021_1,500,1,85
J3021_1,500,2,84
J3021_1,500,3,85
J3021_1,500,4,84
J3021_1,500,5,84
J3021_1,1000,1,84
J3021_1,1000,2,84
J3021_1,1000,3,84
J3021_1,1000,4,86
J3021_1,1000,5,84
J3021_1,5000,1,84
J3021_1,5000,2,84
J3021_1,5000,3,84
J3021_1,5000,4,84
J3021_1,5000,5,84
J3022_1,100,1,43
J3022_1,100,2,42
J3022_1,100,3,42
J3022_1,100,4,42
J3022_1,100,5,42
J3022_1,500,1,42
J3022_1,500,2,42
J3022_1,500,3,42
J3022_1,500,4,42
J3022_1,500,5,42
J3022_1,1000,1,42
J3022_1,1000,2,42
J3022_1,1000,3,42
J3022_1,1000,4,42
J3022_1,1000,5,42
J3022_1,5000,1,42
J3022_1,5000,2,42
J3022_1,5000,3,42
J3022_1,5000,4,42
J3022_1,5000,5,42
J3023_1,100,1,63
J3023_1,100,2,63
J3023_1,100,3,63
J3023_1,100,4,63
J3023_1,100,5,63
J3023_1,500,1,63
J3023_1,500,2,63
J3023_1,500,3,63
J3023_1,500,4,63
J3023_1,500,5,63
J3023_1,1000,1,63
J3023_1,1000,2,63
J3023_1,1000,3,63
J3023_1,1000,4,63
J3023_1,1000,5,63
J3023_1,5000,1,63
J3023_1,5000,2,63
J3023_1,5000,3,63
J3023_1,5000,4,63
J3023_1,5000,5,63
J3024_1,100,1,53
J3024_1,100,2,53
J3024_1,100,3,53
J3024_1,100,4,53
J3024_1,100,5,53
J3024_1,500,1,53
J3024_1,500,2,53
J3024_1,500,3,53
J3024_1,500,4,53
J3024_1,500,5,53
J3024_1,1000,1,53
J3024_1,1000,2,53
J3024_1,1000,3,53
J3024_1,1000,4,53
J3024_1,1000,5,53
J3024_1,5000,1,53
J3024_1,5000,2,53
J3024_1,5000,3,53
J3024_1,5000,4,53
J3024_1,5000,5,53
J3025_1,100,1,96
J3025_1,100,2,95
J3025_1,100,3,95
J3025_1,100,4,97
J3025_1,100,5,97
J3025_1,500,1,94
J3025_1,500,2,93
J3025_1,500,3,95
J3025_1,500,4,93
J3025_1,500,5,94
J3025_1,1000,1,93
J3025_1,1000,2,93
J3025_1,1000,3,93
J3025_1,1000,4,94
J3025_1,1000,5,93
J3025_1,5000,1,93
J3025_1,5000,2,93
J3025_1,5000,3,93
J3025_1,5000,4,93
J3025_1,5000,5,93
J3026_1,100,1,59
J3026_1,100,2,60
J3026_1,100,3,59
J3026_1,100,4,59
J3026_1,100,5,61
J3026_1,500,1,59
J3026_1,500,2,59
J3026_1,500,3,59
J3026_1,500,4,59
J3026_1,500,5,59
J3026_1,1000,1,59
J3026_1,1000,2,59
J3026_1,1000,3,59
J3026_1,1000,4,59
J3026_1,1000,5,59
J3026_1,5000,1,59
J3026_1,5000,2,59
J3026_1,5000,3,59
J3026_1,5000,4,59
J3026_1,5000,5,59
J3027_1,100,1,43
J3027_1,100,2,43
J3027_1,100,3,43
J3027_1,100,4,43
J3027_1,100,5,43
J3027_1,500,1,43
J3027_1,500,2,43
J3027_1,500,3,43
J3027_1,500,4,43
J3027_1,500,5,43
J3027_1,1000,1,43
J3027_1,1000,2,43
J3027_1,1000,3,43
J3027_1,1000,4,43
J3027_1,1000,5,43
J3027_1,5000,1,43
J3027_1,5000,2,43
J3027_1,5000,3,43
J3027_1,5000,4,43
J3027_1,5000,5,43
J3028_1,100,1,69
J3028_1,100,2,69
J3028_1,100,3,69
J3028_1,100,4,69
J3028_1,100,5,69
J3028_1,500,1,69
J3028_1,500,2,69
J3028_1,500,3,69
J3028_1,500,4,69
J3028_1,500,5,69
J3028_1,1000,1,69
J3028_1,1000,2,69
J3028_1,1000,3,69
J3028_1,1000,4,69
J3028_1,1000,5,69
J3028_1,5000,1,69
J3028_1,5000,2,69
J3028_1,5000,3,69
J3028_1,5000,4,69
J3028_1,5000,5,69
J3029_1,100,1,90
J3029_1,100,2,87
J3029_1,100,3,89
J3029_1,100,4,89
J3029_1,100,5,88
J3029_1,500,1,86
J3029_1,500,2,90
J3029_1,500,3,86
J3029_1,500,4,87
J3029_1,500,5,86
J3029_1,1000,1,87
J3029_1,1000,2,87
J3029_1,1000,3,86
J3029_1,1000,4,86
J3029_1,1000,5,87
J3029_1,5000,1,86
J3029_1,5000,2,87
J3029_1,5000,3,86
J3029_1,5000,4,86
J3029_1,5000,5,86
J302_1,100,1,38
J302_1,100,2,38
J302_1,100,3,38
J302_1,100,4,38
J302_1,100,5,38
J302_1,500,1,38
J302_1,500,2,38
J302_1,500,3,38
J302_1,500,4,38
J302_1,500,5,38
J302_1,1000,1,38
J302_1,1000,2,38
J302_1,1000,3,38
J302_1,1000,4,38
J302_1,1000,5,38
J302_1,5000,1,38
J302_1,5000,2,38
J302_1,5000,3,38
J302_1,5000,4,38
J302_1,5000,5,38
J3030_1,100,1,51
J3030_1,100,2,49
J3030_1,100,3,47
J3030_1,100,4,48
J3030_1,100,5,48
J3030_1,500,1,47
J3030_1,500,2,48
J3030_1,500,3,48
J3030_1,500,4,47
J3030_1,500,5,48
J3030_1,1000,1,47
J3030_1,1000,2,47
J3030_1,1000,3,47
J3030_1,1000,4,47
J3030_1,1000,5,47
J3030_1,5000,1,47
J3030_1,5000,2,47
J3030_1,5000,3,47
J3030_1,5000,4,47
J3030_1,5000,5,47
J3031_1,100,1,43
J3031_1,100,2,43
J3031_1,100,3,43
J3031_1,100,4,43
J3031_1,100,5,43
J3031_1,500,1,43
J3031_1,500,2,43
J3031_1,500,3,43
J3031_1,500,4,43
J3031_1,500,5,43
J3031_1,1000,1,43
J3031_1,1000,2,43
J3031_1,1000,3,43
J3031_1,1000,4,43
J3031_1,1000,5,43
J3031_1,5000,1,43
J3031_1,5000,2,43
J3031_1,5000,3,43
J3031_1,5000,4,43
J3031_1,5000,5,43
J3032_1,100,1,61
J3032_1,100,2,61
J3032_1,100,3,61
J3032_1,100,4,61
J3032_1,100,5,61
J3032_1,500,1,61
J3032_1,500,2,61
J3032_1,500,3,61
J3032_1,500,4,61
J3032_1,500,5,61
J3032_1,1000,1,61
J3032_1,1000,2,61
J3032_1,1000,3,61
J3032_1,1000,4,61
J3032_1,1000,5,61
J3032_1,5000,1,61
J3032_1,5000,2,61
J3032_1,5000,3,61
J3032_1,5000,4,61
J3032_1,5000,5,61
J3033_1,100,1,65
J3033_1,100,2,65
J3033_1,100,3,65
J3033_1,100,4,65
J3033_1,100,5,65
J3033_1,500,1,65
J3033_1,500,2,65
J3033_1,500,3,65
J3033_1,500,4,65
J3033_1,500,5,65
J3033_1,1000,1,65
J3033_1,1000,2,65
J3033_1,1000,3,65
J3033_1,1000,4,65
J3033_1,1000,5,65
J3033_1,5000,1,65
J3033_1,5000,2,65
J3033_1,5000,3,65
J3033_1,5000,4,65
J3033_1,5000,5,65
J3034_1,100,1,68
J3034_1,100,2,68
J3034_1,100,3,68
J3034_1,100,4,68
J3034_1,100,5,68
J3034_1,500,1,68
J3034_1,500,2,68
J3034_1,500,3,68
J3034_1,500,4,68
J3034_1,500,5,68
J3034_1,1000,1,68
J3034_1,1000,2,68
J3034_1,1000,3,68
J3034_1,1000,4,68
J3034_1,1000,5,68
J3034_1,5000,1,68
J3034_1,5000,2,68
J3034_1,5000,3,68
J3034_1,5000,4,68
J3034_1,5000,5,68
J3035_1,100,1,57
J3035_1,100,2,57
J3035_1,100,3,57
J3035_1,100,4,57
J3035_1,100,5,57
J3035_1,500,1,57
J3035_1,500,2,57
J3035_1,500,3,57
J3035_1,500,4,57
J3035_1,500,5,57
J3035_1,1000,1,57
J3035_1,1000,2,57
J3035_1,1000,3,57
J3035_1,1000,4,57
J3035_1,1000,5,57
J3035_1,5000,1,57
J3035_1,5000,2,57
J3035_1,5000,3,57
J3035_1,5000,4,57
J3035_1,5000,5,57
J3036_1,100,1,66
J3036_1,100,2,66
J3036_1,100,3,66
J3036_1,100,4,66
J3036_1,100,5,66
J3036_1,500,1,66
J3036_1,500,2,66
J3036_1,500,3,66
J3036_1,500,4,66
J3036_1,500,5,66
J3036_1,1000,1,66
J3036_1,1000,2,66
J3036_1,1000,3,66
J3036_1,1000,4,66
J3036_1,1000,5,66
J3036_1,5000,1,66
J3036_1,5000,2,66
J3036_1,5000,3,66
J3036_1,5000,4,66
J3036_1,5000,5,66
J3037_1,100,1,80
J3037_1,100,2,80
J3037_1,100,3,80
J3037_1,100,4,79
J3037_1,100,5,80
J3037_1,500,1,79
J3037_1,500,2,79
J3037_1,500,3,79
J3037_1,500,4,80
J3037_1,500,5,79
J3037_1,1000,1,79
J3037_1,1000,2,79
J3037_1,1000,3,79
J3037_1,1000,4,79
J3037_1,1000,5,79
J3037_1,5000,1,79
J3037_1,5000,2,79
J3037_1,5000,3,79
J3037_1,5000,4,79
J3037_1,5000,5,79
J3038_1,100,1,48
J3038_1,100,2,48
J3038_1,100,3,48
J3038_1,100,4,49
J3038_1,100,5,48
J3038_1,500,1,48
J3038_1,500,2,48
J3038_1,500,3,48
J3038_1,500,4,48
J3038_1,500,5,48
J3038_1,1000,1,48
J3038_1,1000,2,48
J3038_1,1000,3,48
J3038_1,1000,4,48
J3038_1,1000,5,48
J3038_1,5000,1,48
J3038_1,5000,2,48
J3038_1,5000,3,48
J3038_1,5000,4,48
J3038_1,5000,5,48
J3039_1,100,1,55
J3039_1,100,2,55
J3039_1,100,3,55
J3039_1,100,4,55
J3039_1,100,5,55
J3039_1,500,1,55
J3039_1,500,2,55
J3039_1,500,3,55
J3039_1,500,4,55
J3039_1,500,5,55
J3039_1,1000,1,55
J3039_1,1000,2,55
J3039_1,1000,3,55
J3039_1,1000,4,55
J3039_1,1000,5,55
J3039_1,5000,1,55
J3039_1,5000,2,55
J3039_1,5000,3,55
J3039_1,5000,4,55
J3039_1,5000,5,55
J303_1,100,1,72
J303_1,100,2,72
J303_1,100,3,72
J303_1,100,4,72
J303_1,100,5,72
J303_1,500,1,72
J303_1,500,2,72
J303_1,500,3,72
J303_1,500,4,72
J303_1,500,5,72
J303_1,1000,1,72
J303_1,1000,2,72
J303_1,1000,3,72
J303_1,1000,4,72
J303_1,1000,5,72
J303_1,5000,1,72
J303_1,5000,2,72
J303_1,5000,3,72
J303_1,5000,4,72
J303_1,5000,5,72
J3040_1,100,1,51
J3040_1,100,2,51
J3040_1,100,3,51
J3040_1,100,4,51
J3040_1,100,5,51
J3040_1,500,1,51
J3040_1,500,2,51
J3040_1,500,3,51
J3040_1,500,4,51
J3040_1,500,5,51
J3040_1,1000,1,51
J3040_1,1000,2,51
J3040_1,1000,3,51
J3040_1,1000,4,51
J3040_1,1000,5,51
J3040_1,5000,1,51
J3040_1,5000,2,51
J3040_1,5000,3,51
J3040_1,5000,4,51
J3040_1,5000,5,51
J3041_1,100,1,88
J3041_1,100,2,88
J3041_1,100,3,88
J3041_1,100,4,88
J3041_1,100,5,86
J3041_1,500,1,88
J3041_1,500,2,88
J3041_1,500,3,88
J3041_1,500,4,88
J3041_1,500,5,88
J3041_1,1000,1,88
J3041_1,1000,2,88
J3041_1,1000,3,88
J3041_1,1000,4,88
J3041_1,1000,5,88
J3041_1,5000,1,86
J3041_1,5000,2,88
J3041_1,5000,3,88
J3041_1,5000,4,88
J3041_1,5000,5,86
J3042_1,100,1,58
J3042_1,100,2,58
J3042_1,100,3,58
J3042_1,100,4,58
J3042_1,100,5,58
J3042_1,500,1,58
J3042_1,500,2,58
J3042_1,500,3,58
J3042_1,500,4,58
J3042_1,500,5,58
J3042_1,1000,1,58
J3042_1,1000,2,58
J3042_1,1000,3,58
J3042_1,1000,4,58
J3042_1,1000,5,58
J3042_1,5000,1,58
J3042_1,5000,2,58
J3042_1,5000,3,58
J3042_1,5000,4,58
J3042_1,5000,5,58
J3043_1,100,1,56
J3043_1,100,2,56
J3043_1,100,3,55
J3043_1,100,4,55
J3043_1,100,5,55
J3043_1,500,1,55
J3043_1,500,2,55
J3043_1,500,3,55
J3043_1,500,4,55
J3043_1,500,5,55
J3043_1,1000,1,55
J3043_1,1000,2,55
J3043_1,1000,3,55
J3043_1,1000,4,55
J3043_1,1000,5,55
J3043_1,5000,1,55
J3043_1,5000,2,55
J3043_1,5000,3,55
J3043_1,5000,4,55
J3043_1,5000,5,55
J3044_1,100,1,50
J3044_1,100,2,50
J3044_1,100,3,50
J3044_1,100,4,50
J3044_1,100,5,50
J3044_1,500,1,50
J3044_1,500,2,50
J3044_1,500,3,50
J3044_1,500,4,50
J3044_1,500,5,50
J3044_1,1000,1,50
J3044_1,1000,2,50
J3044_1,1000,3,50
J3044_1,1000,4,50
J3044_1,1000,5,50
J3044_1,5000,1,50
J3044_1,5000,2,50
J3044_1,5000,3,50
J3044_1,5000,4,50
J3044_1,5000,5,50
J3045_1,100,1,85
J3045_1,100,2,82
J3045_1,100,3,83
J3045_1,100,4,83
J3045_1,100,5,83
J3045_1,500,1,83
J3045_1,500,2,82
J3045_1,500,3,82
J3045_1,500,4,82
J3045_1,500,5,82
J3045_1,1000,1,82
J3045_1,1000,2,82
J3045_1,1000,3,82
J3045_1,1000,4,82
J3045_1,1000,5,82
J3045_1,5000,1,82
J3045_1,5000,2,82
J3045_1,5000,3,82
J3045_1,5000,4,82
J3045_1,5000,5,82
J3046_1,100,1,60
J3046_1,100,2,59
J3046_1,100,3,59
J3046_1,100,4,60
J3046_1,100,5,59
J3046_1,500,1,59
J3046_1,500,2,59
J3046_1,500,3,59
J3046_1,500,4,59
J3046_1,500,5,59
J3046_1,1000,1,59
J3046_1,1000,2,59
J3046_1,1000,3,59
J3046_1,1000,4,59
J3046_1,1000,5,59
J3046_1,5000,1,59
J3046_1,5000,2,59
J3046_1,5000,3,59
J3046_1,5000,4,59
J3046_1,5000,5,59
J3047_1,100,1,58
J3047_1,100,2,58
J3047_1,100,3,58
J3047_1,100,4,58
J3047_1,100,5,58
J3047_1,500,1,58
J3047_1,500,2,58
J3047_1,500,3,58
J3047_1,500,4,58
J3047_1,500,5,58
J3047_1,1000,1,58
J3047_1,1000,2,58
J3047_1,1000,3,58
J3047_1,1000,4,58
J3047_1,1000,5,58
J3047_1,5000,1,58
J3047_1,5000,2,58
J3047_1,5000,3,58
J3047_1,5000,4,58
J3047_1,5000,5,58
J3048_1,100,1,63
J3048_1,100,2,63
J3048_1,100,3,63
J3048_1,100,4,63
J3048_1,100,5,63
J3048_1,500,1,63
J3048_1,500,2,63
J3048_1,500,3,63
J3048_1,500,4,63
J3048_1,500,5,63
J3048_1,1000,1,63
J3048_1,1000,2,63
J3048_1,1000,3,63
J3048_1,1000,4,63
J3048_1,1000,5,63
J3048_1,5000,1,63
J3048_1,5000,2,63
J3048_1,5000,3,63
J3048_1,5000,4,63
J3048_1,5000,5,63
J304_1,100,1,49
J304_1,100,2,49
J304_1,100,3,49
J304_1,100,4,49
J304_1,100,5,49
J304_1,500,1,49
J304_1,500,2,49
J304_1,500,3,49
J304_1,500,4,49
J304_1,500,5,49
J304_1,1000,1,49
J304_1,1000,2,49
J304_1,1000,3,49
J304_1,1000,4,49
J304_1,1000,5,49
J304_1,5000,1,49
J304_1,5000,2,49
J304_1,5000,3,49
J304_1,5000,4,49
J304_1,5000,5,49
J305_1,100,1,54
J305_1,100,2,54
J305_1,100,3,54
J305_1,100,4,53
J305_1,100,5,53
J305_1,500,1,54
J305_1,500,2,54
J305_1,500,3,54
J305_1,500,4,53
J305_1,500,5,53
J305_1,1000,1,53
J305_1,1000,2,53
J305_1,1000,3,53
J305_1,1000,4,53
J305_1,1000,5,53
J305_1,5000,1,53
J305_1,5000,2,53
J305_1,5000,3,53
J305_1,5000,4,53
J305_1,5000,5,53
J306_1,100,1,61
J306_1,100,2,59
J306_1,100,3,59
J306_1,100,4,59
J306_1,100,5,59
J306_1,500,1,59
J306_1,500,2,59
J306_1,500,3,59
J306_1,500,4,59
J306_1,500,5,59
J306_1,1000,1,59
J306_1,1000,2,59
J306_1,1000,3,59
J306_1,1000,4,59
J306_1,1000,5,59
J306_1,5000,1,59
J306_1,5000,2,59
J306_1,5000,3,59
J306_1,5000,4,59
J306_1,5000,5,59
J307_1,100,1,55
J307_1,100,2,55
J307_1,100,3,55
J307_1,100,4,55
J307_1,100,5,55
J307_1,500,1,55
J307_1,500,2,55
J307_1,500,3,55
J307_1,500,4,55
J307_1,500,5,55
J307_1,1000,1,55
J307_1,1000,2,55
J307_1,1000,3,55
J307_1,1000,4,55
J307_1,1000,5,55
J307_1,5000,1,55
J307_1,5000,2,55
J307_1,5000,3,55
J307_1,5000,4,55
J307_1,5000,5,55
J308_1,100,1,44
J308_1,100,2,44
J308_1,100,3,44
J308_1,100,4,44
J308_1,100,5,44
J308_1,500,1,44
J308_1,500,2,44
J308_1,500,3,44
J308_1,500,4,44
J308_1,500,5,44
J308_1,1000,1,44
J308_1,1000,2,44
J308_1,1000,3,44
J308_1,1000,4,44
J308_1,1000,5,44
J308_1,5000,1,44
J308_1,5000,2,44
J308_1,5000,3,44
J308_1,5000,4,44
J308_1,5000,5,44
J309_1,100,1,83
J309_1,100,2,83
J309_1,100,3,83
J309_1,100,4,83
J309_1,100,5,83
J309_1,500,1,83
J309_1,500,2,83
J309_1,500,3,83
J309_1,500,4,83
J309_1,500,5,83
J309_1,1000,1,83
J309_1,1000,2,83
J309_1,1000,3,83
J309_1,1000,4,83
J309_1,1000,5,83
J309_1,5000,1,83
J309_1,5000,2,83
J309_1,5000,3,83
J309_1,5000,4,83
J309_1,5000,5,83
