instance_nr,opt,nbh,time,seed,makespan
J6010_1,85,swap,100,1,85
J6010_1,85,swap,100,2,85
J6010_1,85,swap,100,3,85
J6010_1,85,swap,100,4,85
J6010_1,85,swap,100,5,85
J6010_1,85,swap,500,1,85
J6010_1,85,swap,500,2,85
J6010_1,85,swap,500,3,85
J6010_1,85,swap,500,4,85
J6010_1,85,swap,500,5,85
J6010_1,85,swap,1000,1,85
J6010_1,85,swap,1000,2,85
J6010_1,85,swap,1000,3,85
J6010_1,85,swap,1000,4,85
J6010_1,85,swap,1000,5,85
J6010_1,85,swap,5000,1,85
J6010_1,85,swap,5000,2,85
J6010_1,85,swap,5000,3,85
J6010_1,85,swap,5000,4,85
J6010_1,85,swap,5000,5,85
J6010_1,85,api,100,1,86
J6010_1,85,api,100,2,88
J6010_1,85,api,100,3,86
J6010_1,85,api,100,4,86
J6010_1,85,api,100,5,85
J6010_1,85,api,500,1,85
J6010_1,85,api,500,2,85
J6010_1,85,api,500,3,85
J6010_1,85,api,500,4,85
J6010_1,85,api,500,5,85
J6010_1,85,api,1000,1,85
J6010_1,85,api,1000,2,85
J6010_1,85,api,1000,3,85
J6010_1,85,api,1000,4,85
J6010_1,85,api,1000,5,85
J6010_1,85,api,5000,1,85
J6010_1,85,api,5000,2,85
J6010_1,85,api,5000,3,85
J6010_1,85,api,5000,4,85
J6010_1,85,api,5000,5,85
J6011_1,71,swap,100,1,71
J6011_1,71,swap,100,2,71
J6011_1,71,swap,100,3,71
J6011_1,71,swap,100,4,71
J6011_1,71,swap,100,5,71
J6011_1,71,swap,500,1,71
J6011_1,71,swap,500,2,71
J6011_1,71,swap,500,3,71
J6011_1,71,swap,500,4,71
J6011_1,71,swap,500,5,71
J6011_1,71,swap,1000,1,71
J6011_1,71,swap,1000,2,71
J6011_1,71,swap,1000,3,71
J6011_1,71,swap,1000,4,71
J6011_1,71,swap,1000,5,71
J6011_1,71,swap,5000,1,71
J6011_1,71,swap,5000,2,71
J6011_1,71,swap,5000,3,71
J6011_1,71,swap,5000,4,71
J6011_1,71,swap,5000,5,71
J6011_1,71,api,100,1,71
J6011_1,71,api,100,2,71
J6011_1,71,api,100,3,71
J6011_1,71,api,100,4,71
J6011_1,71,api,100,5,71
J6011_1,71,api,500,1,71
J6011_1,71,api,500,2,71
J6011_1,71,api,500,3,71
J6011_1,71,api,500,4,71
J6011_1,71,api,500,5,71
J6011_1,71,api,1000,1,71
J6011_1,71,api,1000,2,71
J6011_1,71,api,1000,3,71
J6011_1,71,api,1000,4,71
J6011_1,71,api,1000,5,71
J6011_1,71,api,5000,1,71
J6011_1,71,api,5000,2,71
J6011_1,71,api,5000,3,71
J6011_1,71,api,5000,4,71
J6011_1,71,api,5000,5,71
J6012_1,59,swap,100,1,59
J6012_1,59,swap,100,2,59
J6012_1,59,swap,100,3,59
J6012_1,59,swap,100,4,59
J6012_1,59,swap,100,5,59
J6012_1,59,swap,500,1,59
J6012_1,59,swap,500,2,59
J6012_1,59,swap,500,3,59
J6012_1,59,swap,500,4,59
J6012_1,59,swap,500,5,59
J6012_1,59,swap,1000,1,59
J6012_1,59,swap,1000,2,59
J6012_1,59,swap,1000,3,59
J6012_1,59,swap,1000,4,59
J6012_1,59,swap,1000,5,59
J6012_1,59,swap,5000,1,59
J6012_1,59,swap,5000,2,59
J6012_1,59,swap,5000,3,59
J6012_1,59,swap,5000,4,59
J6012_1,59,swap,5000,5,59
J6012_1,59,api,100,1,59
J6012_1,59,api,100,2,59
J6012_1,59,api,100,3,59
J6012_1,59,api,100,4,59
J6012_1,59,api,100,5,59
J6012_1,59,api,500,1,59
J6012_1,59,api,500,2,59
J6012_1,59,api,500,3,59
J6012_1,59,api,500,4,59
J6012_1,59,api,500,5,59
J6012_1,59,api,1000,1,59
J6012_1,59,api,1000,2,59
J6012_1,59,api,1000,3,59
J6012_1,59,api,1000,4,59
J6012_1,59,api,1000,5,59
J6012_1,59,api,5000,1,59
J6012_1,59,api,5000,2,59
J6012_1,59,api,5000,3,59
J6012_1,59,api,5000,4,59
J6012_1,59,api,5000,5,59
J6013_1,112,swap,100,1,123
J6013_1,112,swap,100,2,124
J6013_1,112,swap,100,3,122
J6013_1,112,swap,100,4,126
J6013_1,112,swap,100,5,128
J6013_1,112,swap,500,1,121
J6013_1,112,swap,500,2,122
J6013_1,112,swap,500,3,123
J6013_1,112,swap,500,4,127
J6013_1,112,swap,500,5,121
J6013_1,112,swap,1000,1,121
J6013_1,112,swap,1000,2,120
J6013_1,112,swap,1000,3,119
J6013_1,112,swap,1000,4,119
J6013_1,112,swap,1000,5,124
J6013_1,112,swap,5000,1,119
J6013_1,112,swap,5000,2,117
J6013_1,112,swap,5000,3,117
J6013_1,112,swap,5000,4,118
J6013_1,112,swap,5000,5,119
J6013_1,112,api,100,1,127
J6013_1,112,api,100,2,130
J6013_1,112,api,100,3,133
J6013_1,112,api,100,4,132
J6013_1,112,api,100,5,131
J6013_1,112,api,500,1,126
J6013_1,112,api,500,2,124
J6013_1,112,api,500,3,126
J6013_1,112,api,500,4,126
J6013_1,112,api,500,5,128
J6013_1,112,api,1000,1,125
J6013_1,112,api,1000,2,125
J6013_1,112,api,1000,3,126
J6013_1,112,api,1000,4,124
J6013_1,112,api,1000,5,125
J6013_1,112,api,5000,1,122
J6013_1,112,api,5000,2,124
J6013_1,112,api,5000,3,120
J6013_1,112,api,5000,4,123
J6013_1,112,api,5000,5,120
J6014_1,61,swap,100,1,66
J6014_1,61,swap,100,2,65
J6014_1,61,swap,100,3,63
J6014_1,61,swap,100,4,64
J6014_1,61,swap,100,5,64
J6014_1,61,swap,500,1,64
J6014_1,61,swap,500,2,63
J6014_1,61,swap,500,3,62
J6014_1,61,swap,500,4,62
J6014_1,61,swap,500,5,63
J6014_1,61,swap,1000,1,62
J6014_1,61,swap,1000,2,62
J6014_1,61,swap,1000,3,62
J6014_1,61,swap,1000,4,63
J6014_1,61,swap,1000,5,62
J6014_1,61,swap,5000,1,62
J6014_1,61,swap,5000,2,62
J6014_1,61,swap,5000,3,62
J6014_1,61,swap,5000,4,62
J6014_1,61,swap,5000,5,62
J6014_1,61,api,100,1,66
J6014_1,61,api,100,2,67
J6014_1,61,api,100,3,65
J6014_1,61,api,100,4,66
J6014_1,61,api,100,5,66
J6014_1,61,api,500,1,66
J6014_1,61,api,500,2,65
J6014_1,61,api,500,3,65
J6014_1,61,api,500,4,64
J6014_1,61,api,500,5,65
J6014_1,61,api,1000,1,64
J6014_1,61,api,1000,2,63
J6014_1,61,api,1000,3,64
J6014_1,61,api,1000,4,65
J6014_1,61,api,1000,5,63
J6014_1,61,api,5000,1,62
J6014_1,61,api,5000,2,62
J6014_1,61,api,5000,3,63
J6014_1,61,api,5000,4,62
J6014_1,61,api,5000,5,62
J6015_1,84,swap,100,1,84
J6015_1,84,swap,100,2,84
J6015_1,84,swap,100,3,84
J6015_1,84,swap,100,4,84
J6015_1,84,swap,100,5,84
J6015_1,84,swap,500,1,84
J6015_1,84,swap,500,2,84
J6015_1,84,swap,500,3,84
J6015_1,84,swap,500,4,84
J6015_1,84,swap,500,5,84
J6015_1,84,swap,1000,1,84
J6015_1,84,swap,1000,2,84
J6015_1,84,swap,1000,3,84
J6015_1,84,swap,1000,4,84
J6015_1,84,swap,1000,5,84
J6015_1,84,swap,5000,1,84
J6015_1,84,swap,5000,2,84
J6015_1,84,swap,5000,3,84
J6015_1,84,swap,5000,4,84
J6015_1,84,swap,5000,5,84
J6015_1,84,api,100,1,84
J6015_1,84,api,100,2,84
J6015_1,84,api,100,3,84
J6015_1,84,api,100,4,84
J6015_1,84,api,100,5,84
J6015_1,84,api,500,1,84
J6015_1,84,api,500,2,84
J6015_1,84,api,500,3,84
J6015_1,84,api,500,4,84
J6015_1,84,api,500,5,84
J6015_1,84,api,1000,1,84
J6015_1,84,api,1000,2,84
J6015_1,84,api,1000,3,84
J6015_1,84,api,1000,4,84
J6015_1,84,api,1000,5,84
J6015_1,84,api,5000,1,84
J6015_1,84,api,5000,2,84
J6015_1,84,api,5000,3,84
J6015_1,84,api,5000,4,84
J6015_1,84,api,5000,5,84
J6016_1,64,swap,100,1,64
J6016_1,64,swap,100,2,64
J6016_1,64,swap,100,3,64
J6016_1,64,swap,100,4,64
J6016_1,64,swap,100,5,64
J6016_1,64,swap,500,1,64
J6016_1,64,swap,500,2,64
J6016_1,64,swap,500,3,64
J6016_1,64,swap,500,4,64
J6016_1,64,swap,500,5,64
J6016_1,64,swap,1000,1,64
J6016_1,64,swap,1000,2,64
J6016_1,64,swap,1000,3,64
J6016_1,64,swap,1000,4,64
J6016_1,64,swap,1000,5,64
J6016_1,64,swap,5000,1,64
J6016_1,64,swap,5000,2,64
J6016_1,64,swap,5000,3,64
J6016_1,64,swap,5000,4,64
J6016_1,64,swap,5000,5,64
J6016_1,64,api,100,1,64
J6016_1,64,api,100,2,64
J6016_1,64,api,100,3,64
J6016_1,64,api,100,4,64
J6016_1,64,api,100,5,64
J6016_1,64,api,500,1,64
J6016_1,64,api,500,2,64
J6016_1,64,api,500,3,64
J6016_1,64,api,500,4,64
J6016_1,64,api,500,5,64
J6016_1,64,api,1000,1,64
J6016_1,64,api,1000,2,64
J6016_1,64,api,1000,3,64
J6016_1,64,api,1000,4,64
J6016_1,64,api,1000,5,64
J6016_1,64,api,5000,1,64
J6016_1,64,api,5000,2,64
J6016_1,64,api,5000,3,64
J6016_1,64,api,5000,4,64
J6016_1,64,api,5000,5,64
J6017_1,86,swap,100,1,90
J6017_1,86,swap,100,2,86
J6017_1,86,swap,100,3,91
J6017_1,86,swap,100,4,88
J6017_1,86,swap,100,5,89
J6017_1,86,swap,500,1,88
J6017_1,86,swap,500,2,91
J6017_1,86,swap,500,3,86
J6017_1,86,swap,500,4,89
J6017_1,86,swap,500,5,86
J6017_1,86,swap,1000,1,86
J6017_1,86,swap,1000,2,86
J6017_1,86,swap,1000,3,86
J6017_1,86,swap,1000,4,86
J6017_1,86,swap,1000,5,86
J6017_1,86,swap,5000,1,86
J6017_1,86,swap,5000,2,86
J6017_1,86,swap,5000,3,86
J6017_1,86,swap,5000,4,86
J6017_1,86,swap,5000,5,86
J6017_1,86,api,100,1,96
J6017_1,86,api,100,2,96
J6017_1,86,api,100,3,97
J6017_1,86,api,100,4,97
J6017_1,86,api,100,5,98
J6017_1,86,api,500,1,86
J6017_1,86,api,500,2,93
J6017_1,86,api,500,3,97
J6017_1,86,api,500,4,90
J6017_1,86,api,500,5,95
J6017_1,86,api,1000,1,89
J6017_1,86,api,1000,2,88
J6017_1,86,api,1000,3,91
J6017_1,86,api,1000,4,95
J6017_1,86,api,1000,5,95
J6017_1,86,api,5000,1,86
J6017_1,86,api,5000,2,86
J6017_1,86,api,5000,3,86
J6017_1,86,api,5000,4,95
J6017_1,86,api,5000,5,93
J6018_1,81,swap,100,1,81
J6018_1,81,swap,100,2,81
J6018_1,81,swap,100,3,81
J6018_1,81,swap,100,4,81
J6018_1,81,swap,100,5,81
J6018_1,81,swap,500,1,81
J6018_1,81,swap,500,2,81
J6018_1,81,swap,500,3,81
J6018_1,81,swap,500,4,81
J6018_1,81,swap,500,5,81
J6018_1,81,swap,1000,1,81
J6018_1,81,swap,1000,2,81
J6018_1,81,swap,1000,3,81
J6018_1,81,swap,1000,4,81
J6018_1,81,swap,1000,5,81
J6018_1,81,swap,5000,1,81
J6018_1,81,swap,5000,2,81
J6018_1,81,swap,5000,3,81
J6018_1,81,swap,5000,4,81
J6018_1,81,swap,5000,5,81
J6018_1,81,api,100,1,81
J6018_1,81,api,100,2,85
J6018_1,81,api,100,3,81
J6018_1,81,api,100,4,81
J6018_1,81,api,100,5,81
J6018_1,81,api,500,1,81
J6018_1,81,api,500,2,81
J6018_1,81,api,500,3,81
J6018_1,81,api,500,4,81
J6018_1,81,api,500,5,81
J6018_1,81,api,1000,1,81
J6018_1,81,api,1000,2,81
J6018_1,81,api,1000,3,81
J6018_1,81,api,1000,4,81
J6018_1,81,api,1000,5,81
J6018_1,81,api,5000,1,81
J6018_1,81,api,5000,2,81
J6018_1,81,api,5000,3,81
J6018_1,81,api,5000,4,81
J6018_1,81,api,5000,5,81
J6019_1,62,swap,100,1,62
J6019_1,62,swap,100,2,62
J6019_1,62,swap,100,3,62
J6019_1,62,swap,100,4,62
J6019_1,62,swap,100,5,62
J6019_1,62,swap,500,1,62
J6019_1,62,swap,500,2,62
J6019_1,62,swap,500,3,62
J6019_1,62,swap,500,4,62
J6019_1,62,swap,500,5,62
J6019_1,62,swap,1000,1,62
J6019_1,62,swap,1000,2,62
J6019_1,62,swap,1000,3,62
J6019_1,62,swap,1000,4,62
J6019_1,62,swap,1000,5,62
J6019_1,62,swap,5000,1,62
J6019_1,62,swap,5000,2,62
J6019_1,62,swap,5000,3,62
J6019_1,62,swap,5000,4,62
J6019_1,62,swap,5000,5,62
J6019_1,62,api,100,1,63
J6019_1,62,api,100,2,62
J6019_1,62,api,100,3,62
J6019_1,62,api,100,4,62
J6019_1,62,api,100,5,62
J6019_1,62,api,500,1,62
J6019_1,62,api,500,2,62
J6019_1,62,api,500,3,62
J6019_1,62,api,500,4,62
J6019_1,62,api,500,5,62
J6019_1,62,api,1000,1,62
J6019_1,62,api,1000,2,62
J6019_1,62,api,1000,3,62
J6019_1,62,api,1000,4,62
J6019_1,62,api,1000,5,62
J6019_1,62,api,5000,1,62
J6019_1,62,api,5000,2,62
J6019_1,62,api,5000,3,62
J6019_1,62,api,5000,4,62
J6019_1,62,api,5000,5,62
J601_1,77,swap,100,1,77
J601_1,77,swap,100,2,77
J601_1,77,swap,100,3,77
J601_1,77,swap,100,4,77
J601_1,77,swap,100,5,77
J601_1,77,swap,500,1,77
J601_1,77,swap,500,2,77
J601_1,77,swap,500,3,77
J601_1,77,swap,500,4,77
J601_1,77,swap,500,5,77
J601_1,77,swap,1000,1,77
J601_1,77,swap,1000,2,77
J601_1,77,swap,1000,3,77
J601_1,77,swap,1000,4,77
J601_1,77,swap,1000,5,77
J601_1,77,swap,5000,1,77
J601_1,77,swap,5000,2,77
J601_1,77,swap,5000,3,77
J601_1,77,swap,5000,4,77
J601_1,77,swap,5000,5,77
J601_1,77,api,100,1,77
J601_1,77,api,100,2,80
J601_1,77,api,100,3,80
J601_1,77,api,100,4,80
J601_1,77,api,100,5,80
J601_1,77,api,500,1,77
J601_1,77,api,500,2,77
J601_1,77,api,500,3,77
J601_1,77,api,500,4,80
J601_1,77,api,500,5,80
J601_1,77,api,1000,1,77
J601_1,77,api,1000,2,77
J601_1,77,api,1000,3,77
J601_1,77,api,1000,4,77
J601_1,77,api,1000,5,80
J601_1,77,api,5000,1,77
J601_1,77,api,5000,2,77
J601_1,77,api,5000,3,77
J601_1,77,api,5000,4,77
J601_1,77,api,5000,5,77
J6020_1,60,swap,100,1,60
J6020_1,60,swap,100,2,60
J6020_1,60,swap,100,3,60
J6020_1,60,swap,100,4,60
J6020_1,60,swap,100,5,60
J6020_1,60,swap,500,1,60
J6020_1,60,swap,500,2,60
J6020_1,60,swap,500,3,60
J6020_1,60,swap,500,4,60
J6020_1,60,swap,500,5,60
J6020_1,60,swap,1000,1,60
J6020_1,60,swap,1000,2,60
J6020_1,60,swap,1000,3,60
J6020_1,60,swap,1000,4,60
J6020_1,60,swap,1000,5,60
J6020_1,60,swap,5000,1,60
J6020_1,60,swap,5000,2,60
J6020_1,60,swap,5000,3,60
J6020_1,60,swap,5000,4,60
J6020_1,60,swap,5000,5,60
J6020_1,60,api,100,1,60
J6020_1,60,api,100,2,60
J6020_1,60,api,100,3,60
J6020_1,60,api,100,4,60
J6020_1,60,api,100,5,60
J6020_1,60,api,500,1,60
J6020_1,60,api,500,2,60
J6020_1,60,api,500,3,60
J6020_1,60,api,500,4,60
J6020_1,60,api,500,5,60
J6020_1,60,api,1000,1,60
J6020_1,60,api,1000,2,60
J6020_1,60,api,1000,3,60
J6020_1,60,api,1000,4,60
J6020_1,60,api,1000,5,60
J6020_1,60,api,5000,1,60
J6020_1,60,api,5000,2,60
J6020_1,60,api,5000,3,60
J6020_1,60,api,5000,4,60
J6020_1,60,api,5000,5,60
J6021_1,103,swap,100,1,110
J6021_1,103,swap,100,2,111
J6021_1,103,swap,100,3,110
J6021_1,103,swap,100,4,113
J6021_1,103,swap,100,5,111
J6021_1,103,swap,500,1,108
J6021_1,103,swap,500,2,107
J6021_1,103,swap,500,3,108
J6021_1,103,swap,500,4,108
J6021_1,103,swap,500,5,108
J6021_1,103,swap,1000,1,108
J6021_1,103,swap,1000,2,107
J6021_1,103,swap,1000,3,107
J6021_1,103,swap,1000,4,107
J6021_1,103,swap,1000,5,108
J6021_1,103,swap,5000,1,107
J6021_1,103,swap,5000,2,104
J6021_1,103,swap,5000,3,104
J6021_1,103,swap,5000,4,104
J6021_1,103,swap,5000,5,104
J6021_1,103,api,100,1,112
J6021_1,103,api,100,2,118
J6021_1,103,api,100,3,116
J6021_1,103,api,100,4,115
J6021_1,103,api,100,5,116
J6021_1,103,api,500,1,107
J6021_1,103,api,500,2,111
J6021_1,103,api,500,3,112
J6021_1,103,api,500,4,112
J6021_1,103,api,500,5,111
J6021_1,103,api,1000,1,107
J6021_1,103,api,1000,2,112
J6021_1,103,api,1000,3,110
J6021_1,103,api,1000,4,110
J6021_1,103,api,1000,5,111
J6021_1,103,api,5000,1,109
J6021_1,103,api,5000,2,108
J6021_1,103,api,5000,3,107
J6021_1,103,api,5000,4,108
J6021_1,103,api,5000,5,111
J6022_1,64,swap,100,1,64
J6022_1,64,swap,100,2,66
J6022_1,64,swap,100,3,64
J6022_1,64,swap,100,4,66
J6022_1,64,swap,100,5,65
J6022_1,64,swap,500,1,65
J6022_1,64,swap,500,2,64
J6022_1,64,swap,500,3,65
J6022_1,64,swap,500,4,65
J6022_1,64,swap,500,5,64
J6022_1,64,swap,1000,1,65
J6022_1,64,swap,1000,2,64
J6022_1,64,swap,1000,3,65
J6022_1,64,swap,1000,4,65
J6022_1,64,swap,1000,5,64
J6022_1,64,swap,5000,1,64
J6022_1,64,swap,5000,2,64
J6022_1,64,swap,5000,3,64
J6022_1,64,swap,5000,4,64
J6022_1,64,swap,5000,5,64
J6022_1,64,api,100,1,66
J6022_1,64,api,100,2,66
J6022_1,64,api,100,3,66
J6022_1,64,api,100,4,65
J6022_1,64,api,100,5,68
J6022_1,64,api,500,1,65
J6022_1,64,api,500,2,67
J6022_1,64,api,500,3,65
J6022_1,64,api,500,4,65
J6022_1,64,api,500,5,66
J6022_1,64,api,1000,1,65
J6022_1,64,api,1000,2,65
J6022_1,64,api,1000,3,65
J6022_1,64,api,1000,4,64
J6022_1,64,api,1000,5,67
J6022_1,64,api,5000,1,64
J6022_1,64,api,5000,2,65
J6022_1,64,api,5000,3,64
J6022_1,64,api,5000,4,65
J6022_1,64,api,5000,5,65
J6023_1,75,swap,100,1,75
J6023_1,75,swap,100,2,75
J6023_1,75,swap,100,3,75
J6023_1,75,swap,100,4,75
J6023_1,75,swap,100,5,75
J6023_1,75,swap,500,1,75
J6023_1,75,swap,500,2,75
J6023_1,75,swap,500,3,75
J6023_1,75,swap,500,4,75
J6023_1,75,swap,500,5,75
J6023_1,75,swap,1000,1,75
J6023_1,75,swap,1000,2,75
J6023_1,75,swap,1000,3,75
J6023_1,75,swap,1000,4,75
J6023_1,75,swap,1000,5,75
J6023_1,75,swap,5000,1,75
J6023_1,75,swap,5000,2,75
J6023_1,75,swap,5000,3,75
J6023_1,75,swap,5000,4,75
J6023_1,75,swap,5000,5,75
J6023_1,75,api,100,1,75
J6023_1,75,api,100,2,75
J6023_1,75,api,100,3,75
J6023_1,75,api,100,4,75
J6023_1,75,api,100,5,75
J6023_1,75,api,500,1,75
J6023_1,75,api,500,2,75
J6023_1,75,api,500,3,75
J6023_1,75,api,500,4,75
J6023_1,75,api,500,5,75
J6023_1,75,api,1000,1,75
J6023_1,75,api,1000,2,75
J6023_1,75,api,1000,3,75
J6023_1,75,api,1000,4,75
J6023_1,75,api,1000,5,75
J6023_1,75,api,5000,1,75
J6023_1,75,api,5000,2,75
J6023_1,75,api,5000,3,75
J6023_1,75,api,5000,4,75
J6023_1,75,api,5000,5,75
J6024_1,65,swap,100,1,65
J6024_1,65,swap,100,2,65
J6024_1,65,swap,100,3,65
J6024_1,65,swap,100,4,65
J6024_1,65,swap,100,5,65
J6024_1,65,swap,500,1,65
J6024_1,65,swap,500,2,65
J6024_1,65,swap,500,3,65
J6024_1,65,swap,500,4,65
J6024_1,65,swap,500,5,65
J6024_1,65,swap,1000,1,65
J6024_1,65,swap,1000,2,65
J6024_1,65,swap,1000,3,65
J6024_1,65,swap,1000,4,65
J6024_1,65,swap,1000,5,65
J6024_1,65,swap,5000,1,65
J6024_1,65,swap,5000,2,65
J6024_1,65,swap,5000,3,65
J6024_1,65,swap,5000,4,65
J6024_1,65,swap,5000,5,65
J6024_1,65,api,100,1,65
J6024_1,65,api,100,2,65
J6024_1,65,api,100,3,65
J6024_1,65,api,100,4,65
J6024_1,65,api,100,5,65
J6024_1,65,api,500,1,65
J6024_1,65,api,500,2,65
J6024_1,65,api,500,3,65
J6024_1,65,api,500,4,65
J6024_1,65,api,500,5,65
J6024_1,65,api,1000,1,65
J6024_1,65,api,1000,2,65
J6024_1,65,api,1000,3,65
J6024_1,65,api,1000,4,65
J6024_1,65,api,1000,5,65
J6024_1,65,api,5000,1,65
J6024_1,65,api,5000,2,65
